person_id,household_id,client_no,role,date_of_birth,employment_status,employment_started,desired_retirement_age,occupation_group,smoker,state_of_health,gross_annual_income,title,first_name,middle_names,last_name,known_as,pronouns,place_of_birth,nationality,gender,legal_sex,home_phone,mobile_phone,email_address
HH000385_P1,HH000385,1,primary,1987-11-21,inactive,2015-03-01,64,business_owner,False,good,35765.22,Mrs,Jennifer,James,Brown,Jennifer,she_her,"Houston, TX",American,female,female,,(806) 475-3447,jennifer.brown@example.com
HH000385_P2,HH000385,2,spouse_partner,1985-01-07,inactive,2007-04-14,68,inactive,False,good,19336.1,Mr,William,,Brown,William,he_him,"New York, NY",American,male,male,,(765) 874-2755,william.brown@example.com
HH000386_P1,HH000386,1,primary,1977-12-07,employed,2004-03-09,64,operations,False,good,58032.62,Ms,Elizabeth,Jane,Johnson,Elizabeth,she_her,"Los Angeles, CA",American,female,female,(570) 662-8191,(504) 322-5054,elizabeth.johnson@example.com
HH000386_P2,HH000386,2,spouse_partner,1968-08-19,inactive,1987-08-02,68,inactive,False,good,41701.1,Dr,Michael,Grace,Johnson,Michael,he_him,"Atlanta, GA",American,male,male,(912) 249-8599,(217) 609-2668,michael.johnson@example.com
HH000387_P1,HH000387,1,primary,1971-06-30,employed,1995-04-09,71,exec,False,good,147954.34,Mr,David,,Johnson,David,he_him,"Atlanta, GA",Canadian,male,male,(847) 727-1901,(793) 961-9069,david.johnson@example.com
HH000387_P2,HH000387,2,spouse_partner,1967-08-15,inactive,1994-06-21,59,inactive,False,fair,27437.01,Dr,Margaret,Ray,Johnson,Margaret,she_her,"Houston, TX",American,female,female,(436) 341-3518,(465) 393-1048,margaret.johnson@example.com
HH000388_P1,HH000388,1,primary,1964-01-08,employed,1985-09-13,62,operations,False,good,61040.07,Dr,James,,Miller,James,he_him,"Los Angeles, CA",American,male,male,(907) 274-6952,(352) 666-4069,james.miller@example.com
HH000388_P2,HH000388,2,spouse_partner,1955-04-30,retired,2000-01-24,69,retired,False,good,44491.18,Mrs,Linda,Marie,Anderson,Linda,she_her,"New York, NY",American,female,female,,(504) 581-7743,linda.anderson@example.com
HH000389_P1,HH000389,1,primary,1999-04-04,employed,2025-02-07,70,business_owner,False,good,136843.68,Mrs,Mary,Lee,Moore,Mary,she_her,"New York, NY",Mexican,female,female,,(337) 779-3337,mary.moore@example.com
HH000389_P2,HH000389,2,spouse_partner,1992-08-13,employed,2015-06-04,66,healthcare,False,good,54480.99,Dr,Thomas,Jane,Wilson,Thoma,he_him,"New York, NY",American,male,male,,(590) 755-2408,thomas.wilson@example.com
HH000390_P1,HH000390,1,primary,1989-11-21,employed,2012-04-10,61,exec,False,good,38920.69,Mr,Michael,,Johnson,Michael,he_him,"Houston, TX",American,male,male,(838) 855-5454,(625) 387-6678,michael.johnson@example.com
HH000390_P2,HH000390,2,spouse_partner,1995-02-03,unemployed,2017-06-06,63,education,False,fair,7591.59,Ms,Linda,Anne,Johnson,Linda,she_her,"Houston, TX",American,female,female,,(845) 412-9722,linda.johnson@example.com
HH000391_P1,HH000391,1,primary,1982-04-30,self_employed,2002-12-01,64,operations,False,fair,150431.18,Mr,Robert,Grace,Davis,Robert,he_him,"Atlanta, GA",American,male,male,,(850) 746-7939,robert.davis@example.com
HH000391_P2,HH000391,2,spouse_partner,1978-12-30,employed,2000-06-24,68,business_owner,False,fair,66219.83,Mrs,Margaret,Marie,Davis,Margaret,she_her,"Philadelphia, PA",American,female,female,(808) 384-3388,(984) 437-5034,margaret.davis@example.com
HH000392_P1,HH000392,1,primary,1971-03-17,employed,1997-08-18,64,professional,False,good,275410.98,Ms,Jennifer,James,Johnson,Jennifer,she_her,"Atlanta, GA",British,female,female,,(557) 423-8318,jennifer.johnson@example.com
HH000392_P2,HH000392,2,spouse_partner,1970-04-26,unemployed,1994-08-05,62,business_owner,False,excellent,47278.44,Mr,William,Marie,Johnson,William,he_him,"New York, NY",American,male,male,(486) 646-6129,(289) 886-8095,william.johnson@example.com
HH000393_P1,HH000393,1,primary,1987-07-12,employed,2007-08-28,62,professional,True,good,118669.2,Dr,David,,Brown,David,he_him,"New York, NY",American,male,male,,(535) 882-6819,david.brown@example.com
HH000393_P2,HH000393,2,spouse_partner,1989-10-13,employed,2015-03-01,70,professional,False,good,41148.97,Mrs,Patricia,Marie,Brown,Patricia,she_her,"Philadelphia, PA",Mexican,female,female,(842) 874-4088,(349) 852-4816,patricia.brown@example.com
HH000394_P1,HH000394,1,primary,1999-06-10,inactive,2020-03-23,61,operations,False,good,137628.87,Dr,Susan,Ray,Johnson,Susan,she_her,"New York, NY",Canadian,female,female,(553) 569-3223,(285) 629-4231,susan.johnson@example.com
HH000394_P2,HH000394,2,spouse_partner,1994-08-07,self_employed,2013-02-17,65,professional,True,excellent,126711.1,Mr,Joseph,,Wilson,Josep,he_him,"Seattle, WA",American,male,male,,(948) 863-3403,joseph.wilson@example.com
HH000395_P1,HH000395,1,primary,1978-10-08,employed,2000-09-02,67,finance,False,excellent,88112.99,Dr,Joseph,Marie,Miller,Joseph,he_him,"Los Angeles, CA",American,male,male,,(517) 437-6219,joseph.miller@example.com
HH000395_P2,HH000395,2,spouse_partner,1987-12-26,employed,2009-04-26,64,business_owner,False,fair,37312.77,Ms,Jennifer,,Anderson,Jennifer,she_her,"Chicago, IL",Mexican,female,female,(776) 622-6484,(383) 543-0617,jennifer.anderson@example.com
HH000396_P1,HH000396,1,primary,1959-07-25,employed,1986-12-16,65,finance,False,excellent,140432.82,Dr,Jennifer,Rose,Davis,Jennifer,she_her,"Chicago, IL",Mexican,female,female,,(460) 360-6440,jennifer.davis@example.com
HH000396_P2,HH000396,2,spouse_partner,1962-11-28,self_employed,1982-02-02,65,operations,False,fair,87729.05,Dr,Joseph,Grace,Davis,Joseph,he_him,"Houston, TX",American,male,male,,(709) 856-5400,joseph.davis@example.com
HH000397_P1,HH000397,1,primary,1978-12-05,self_employed,2000-10-07,67,finance,False,good,87913.94,Dr,Daniel,,Wilson,Daniel,he_him,"Los Angeles, CA",American,male,male,(720) 719-6267,(546) 731-7204,daniel.wilson@example.com
HH000398_P1,HH000398,1,primary,1991-02-20,employed,2017-08-18,69,operations,False,good,36249.05,Mrs,Jennifer,Marie,Wilson,Jennifer,she_her,"Atlanta, GA",American,female,female,(754) 751-8003,(663) 311-8761,jennifer.wilson@example.com
HH000398_P2,HH000398,2,spouse_partner,1999-10-04,retired,2015-10-04,68,retired,False,good,26710.38,Mr,Thomas,,Wilson,Thomas,he_him,"Phoenix, AZ",American,male,male,(709) 687-1858,(296) 946-5820,thomas.wilson@example.com
HH000399_P1,HH000399,1,primary,1949-11-09,retired,1994-10-28,67,retired,False,fair,44385.79,Dr,Elizabeth,,Smith,Elizabeth,she_her,"Seattle, WA",Indian,female,female,,(844) 867-3350,elizabeth.smith@example.com
HH000399_P2,HH000399,2,spouse_partner,1957-03-25,retired,1997-10-14,66,retired,False,fair,31161.13,Mr,Thomas,,Smith,Thomas,he_him,"Atlanta, GA",Mexican,male,male,,(757) 418-6376,thomas.smith@example.com
HH000400_P1,HH000400,1,primary,1968-07-05,employed,1988-05-23,66,operations,False,good,103611.35,Mr,Michael,,Smith,Michael,he_him,"Phoenix, AZ",American,male,male,(630) 733-4978,(498) 579-0006,michael.smith@example.com
HH000400_P2,HH000400,2,spouse_partner,1959-08-23,employed,1982-09-22,68,business_owner,False,poor,33665.19,Dr,Susan,Ray,Smith,Susan,she_her,"New York, NY",American,female,female,,(591) 304-6168,susan.smith@example.com
HH000401_P1,HH000401,1,primary,1982-04-06,self_employed,2003-06-23,65,sales,False,good,120655.72,Mr,James,,Brown,James,he_him,"Atlanta, GA",American,male,male,,(670) 867-6913,james.brown@example.com
HH000401_P2,HH000401,2,spouse_partner,1991-05-08,retired,2007-06-26,62,retired,False,fair,57565.47,Dr,Mary,Anne,Brown,Mary,she_her,"Los Angeles, CA",American,female,female,,(341) 440-3888,mary.brown@example.com
HH000402_P1,HH000402,1,primary,1968-06-09,inactive,1989-09-21,71,professional,False,fair,104386.65,Ms,Emily,Jane,Smith,Emily,she_her,"Atlanta, GA",American,female,female,,(566) 749-0597,emily.smith@example.com
HH000402_P2,HH000402,2,spouse_partner,1959-06-15,employed,1984-06-18,62,professional,False,excellent,37010.95,Mr,Joseph,,Smith,Josep,he_him,"Seattle, WA",American,male,male,,(799) 868-7942,joseph.smith@example.com
HH000403_P1,HH000403,1,primary,1981-06-05,employed,2002-04-04,62,business_owner,False,excellent,113131.31,Mrs,Jennifer,Anne,Brown,Jennifer,she_her,"Atlanta, GA",American,female,female,,(746) 510-6096,jennifer.brown@example.com
HH000403_P2,HH000403,2,spouse_partner,1974-07-09,employed,2001-05-22,64,healthcare,False,good,28735.01,Dr,William,,Brown,William,he_him,"Seattle, WA",American,male,male,,(725) 611-8979,william.brown@example.com
HH000404_P1,HH000404,1,primary,1966-05-18,employed,1986-12-31,66,exec,False,good,151254.85,Mr,William,Jane,Anderson,William,he_him,"Phoenix, AZ",American,male,male,,(473) 702-7568,william.anderson@example.com
HH000404_P2,HH000404,2,spouse_partner,1967-11-16,employed,1995-05-02,66,professional,False,fair,49634.09,Dr,Patricia,Lee,Moore,Patricia,she_her,"Atlanta, GA",American,female,female,,(823) 477-6789,patricia.moore@example.com
HH000405_P1,HH000405,1,primary,1985-12-12,self_employed,2012-12-11,65,sales,False,poor,98371.41,Mr,Robert,Rose,Wilson,Rober,he_him,"Los Angeles, CA",American,male,male,(332) 760-7395,(585) 780-6310,robert.wilson@example.com
HH000405_P2,HH000405,2,spouse_partner,1984-05-22,employed,2011-12-21,63,operations,False,good,35533.44,Mrs,Margaret,,Wilson,Margaret,she_her,"Houston, TX",Mexican,female,female,(281) 685-2729,(575) 952-3438,margaret.wilson@example.com
HH000406_P1,HH000406,1,primary,1989-10-05,inactive,2013-09-30,68,professional,False,poor,359586.46,Mrs,Linda,,Miller,Linda,she_her,"Houston, TX",American,female,female,,(235) 781-8413,linda.miller@example.com
HH000406_P2,HH000406,2,spouse_partner,1991-07-30,inactive,2011-04-04,67,inactive,False,good,171552.73,Mr,Thomas,Ray,Miller,Thomas,he_him,"Philadelphia, PA",American,male,male,,(343) 296-6827,thomas.miller@example.com
HH000407_P1,HH000407,1,primary,1981-03-15,employed,2003-11-14,66,exec,False,fair,104569.47,Dr,Jennifer,Lee,Wilson,Jennifer,she_her,"Atlanta, GA",American,female,female,(939) 286-9095,(688) 951-2396,jennifer.wilson@example.com
HH000407_P2,HH000407,2,spouse_partner,1973-09-27,employed,1999-06-30,70,professional,False,good,72523.81,Dr,Joseph,,Wilson,Joseph,he_him,"Atlanta, GA",American,male,male,(716) 721-9079,(754) 412-8874,joseph.wilson@example.com
HH000408_P1,HH000408,1,primary,1994-08-15,self_employed,2014-09-30,66,business_owner,False,excellent,99305.43,Dr,Joseph,Anne,Smith,Joseph,he_him,"Philadelphia, PA",British,male,male,,(875) 845-2074,joseph.smith@example.com
HH000408_P2,HH000408,2,spouse_partner,1991-10-07,employed,2012-11-18,60,healthcare,False,good,55356.32,Ms,Linda,Jane,Smith,Linda,she_her,"Atlanta, GA",American,female,female,(509) 552-0933,(267) 758-9209,linda.smith@example.com
HH000409_P1,HH000409,1,primary,1978-04-30,employed,2005-03-26,65,exec,False,excellent,40833.44,Ms,Elizabeth,Jane,Wilson,Elizabeth,she_her,"Phoenix, AZ",American,female,female,,(894) 457-7588,elizabeth.wilson@example.com
HH000409_P2,HH000409,2,spouse_partner,1985-10-08,employed,2007-10-31,71,professional,False,excellent,14545.92,Mr,Daniel,,Wilson,Daniel,he_him,"New York, NY",American,male,male,(581) 859-6382,(793) 318-1820,daniel.wilson@example.com
HH000410_P1,HH000410,1,primary,1991-06-15,inactive,2015-09-01,66,operations,False,fair,109460.57,Dr,Joseph,Lee,Johnson,Joseph,he_him,"Seattle, WA",American,male,male,(684) 606-7549,(696) 770-0685,joseph.johnson@example.com
HH000410_P2,HH000410,2,spouse_partner,1982-09-23,inactive,2009-08-05,64,inactive,False,excellent,15429.93,Mrs,Margaret,,Johnson,Margaret,she_her,"Houston, TX",Canadian,female,female,,(629) 815-7929,margaret.johnson@example.com
HH000411_P1,HH000411,1,primary,1995-09-13,employed,2018-02-05,60,professional,False,good,59682.12,Ms,Linda,Ray,Brown,Linda,she_her,"Houston, TX",American,female,female,,(205) 957-8224,linda.brown@example.com
HH000411_P2,HH000411,2,spouse_partner,2000-10-25,inactive,2023-11-03,73,inactive,False,fair,37811.39,Mr,Michael,Jane,Brown,Michael,he_him,"Chicago, IL",American,male,male,,(745) 875-3858,michael.brown@example.com
HH000412_P1,HH000412,1,primary,2001-09-28,retired,2017-09-28,65,retired,False,fair,54328.67,Dr,Robert,Anne,Moore,Robert,he_him,"Atlanta, GA",American,male,male,(745) 728-0040,(280) 453-3661,robert.moore@example.com
HH000412_P2,HH000412,2,spouse_partner,2005-07-20,employed,2024-04-09,61,healthcare,False,excellent,25927.69,Mrs,Mary,Marie,Moore,Mar,she_her,"Philadelphia, PA",American,female,female,,(382) 429-5690,mary.moore@example.com
HH000413_P1,HH000413,1,primary,1968-05-16,inactive,1994-01-19,66,professional,False,fair,77096.23,Dr,Joseph,Ray,Wilson,Joseph,he_him,"Houston, TX",American,male,male,,(239) 896-2530,joseph.wilson@example.com
HH000413_P2,HH000413,2,spouse_partner,1963-04-22,employed,1985-12-26,67,operations,False,good,69900.69,Ms,Susan,,Wilson,Susan,she_her,"Phoenix, AZ",British,female,female,,(267) 703-3449,susan.wilson@example.com
HH000414_P1,HH000414,1,primary,1979-05-20,employed,2001-03-03,63,professional,False,poor,55818.82,Dr,David,,Wilson,David,he_him,"Chicago, IL",Indian,male,male,(210) 698-0424,(860) 700-8559,david.wilson@example.com
HH000414_P2,HH000414,2,spouse_partner,1970-12-27,self_employed,1997-10-08,71,healthcare,False,excellent,43680.91,Mrs,Margaret,Marie,Wilson,Margaret,she_her,"Philadelphia, PA",British,female,female,(524) 565-3820,(916) 802-2453,margaret.wilson@example.com
HH000415_P1,HH000415,1,primary,1980-03-05,employed,2008-03-25,66,professional,False,excellent,84638.59,Dr,Michael,Ray,Davis,Michael,he_him,"Chicago, IL",American,male,male,(337) 595-3271,(556) 955-7760,michael.davis@example.com
HH000415_P2,HH000415,2,spouse_partner,1975-06-06,employed,1998-01-14,73,business_owner,False,good,77586.0,Mrs,Patricia,,Davis,Patricia,she_her,"Los Angeles, CA",American,female,female,,(649) 653-8602,patricia.davis@example.com
HH000416_P1,HH000416,1,primary,1959-03-03,retired,1983-05-20,65,retired,True,fair,46636.91,Mr,David,Grace,Davis,David,he_him,"Phoenix, AZ",Canadian,male,male,(947) 348-0406,(531) 597-6236,david.davis@example.com
HH000416_P2,HH000416,2,spouse_partner,1954-04-29,retired,1986-01-13,71,retired,False,fair,38277.21,Mrs,Mary,Marie,Davis,Mary,she_her,"Los Angeles, CA",American,female,female,,(308) 300-6713,mary.davis@example.com
HH000417_P1,HH000417,1,primary,1944-11-03,retired,1987-12-05,61,retired,False,good,56237.97,Mrs,Elizabeth,,Moore,Elizabeth,she_her,"Phoenix, AZ",American,female,female,,(673) 851-2533,elizabeth.moore@example.com
HH000417_P2,HH000417,2,spouse_partner,1938-12-24,retired,1980-04-03,71,retired,False,good,24030.96,Mr,James,Ray,Moore,Jame,he_him,"Los Angeles, CA",American,male,male,,(213) 655-7100,james.moore@example.com
HH000418_P1,HH000418,1,primary,1966-08-04,employed,1993-12-16,68,exec,False,excellent,100906.65,Ms,Linda,Ray,Miller,Lind,she_her,"Chicago, IL",Irish,female,female,(431) 828-0765,(525) 232-9034,linda.miller@example.com
HH000418_P2,HH000418,2,spouse_partner,1957-04-02,retired,1999-05-17,68,retired,False,fair,37357.52,Mr,Michael,Grace,Johnson,Michael,he_him,"Chicago, IL",American,male,male,(392) 840-5351,(263) 520-0867,michael.johnson@example.com
HH000419_P1,HH000419,1,primary,1970-08-08,self_employed,1989-08-21,62,operations,False,fair,70625.25,Mr,Michael,Anne,Smith,Michael,he_him,"Atlanta, GA",American,male,male,,(752) 954-1919,michael.smith@example.com
HH000419_P2,HH000419,2,spouse_partner,1978-08-22,employed,1996-06-02,63,business_owner,False,good,31581.07,Ms,Jennifer,Rose,Smith,Jennifer,she_her,"Seattle, WA",Other,female,female,(913) 366-7158,(451) 693-2285,jennifer.smith@example.com
HH000420_P1,HH000420,1,primary,1990-12-06,retired,2006-12-06,65,retired,False,fair,82291.24,Mr,David,Grace,Brown,David,he_him,"Los Angeles, CA",American,male,male,,(746) 728-9440,david.brown@example.com
HH000420_P2,HH000420,2,spouse_partner,1996-05-21,employed,2017-08-05,68,healthcare,False,excellent,23685.22,Mrs,Elizabeth,Rose,Brown,Elizabeth,she_her,"New York, NY",Indian,female,female,,(739) 492-7776,elizabeth.brown@example.com
HH000421_P1,HH000421,1,primary,1992-12-04,employed,2013-03-25,67,sales,False,excellent,198042.58,Mrs,Jennifer,,Moore,Jennife,she_her,"Houston, TX",American,female,female,,(313) 485-8667,jennifer.moore@example.com
HH000421_P2,HH000421,2,spouse_partner,1996-08-04,employed,2014-11-13,71,professional,False,good,73110.12,Mr,Michael,,Moore,Michae,he_him,"Houston, TX",American,male,male,,(638) 549-8466,michael.moore@example.com
HH000422_P1,HH000422,1,primary,1967-07-09,employed,1986-07-19,66,operations,False,good,100527.99,Dr,David,,Johnson,Davi,he_him,"Phoenix, AZ",American,male,male,(809) 477-1677,(973) 591-0122,david.johnson@example.com
HH000422_P2,HH000422,2,spouse_partner,1977-05-11,employed,2004-05-24,57,professional,False,poor,30631.35,Dr,Linda,Rose,Johnson,Linda,she_her,"Los Angeles, CA",American,female,female,(553) 454-5881,(665) 487-1346,linda.johnson@example.com
HH000423_P1,HH000423,1,primary,1981-06-08,employed,2007-04-24,64,exec,False,good,29025.2,Ms,Emily,Rose,Moore,Emily,she_her,"Atlanta, GA",American,female,female,,(846) 842-2991,emily.moore@example.com
HH000423_P2,HH000423,2,spouse_partner,1988-04-19,inactive,2006-12-29,65,inactive,False,good,21632.94,Mr,Michael,,Moore,Michael,he_him,"Los Angeles, CA",Mexican,male,male,(733) 972-9850,(568) 225-0682,michael.moore@example.com
HH000424_P1,HH000424,1,primary,1975-11-06,employed,1997-03-27,65,operations,True,excellent,264267.38,Dr,Susan,Marie,Davis,Susan,she_her,"Philadelphia, PA",Irish,female,female,,(726) 299-7980,susan.davis@example.com
HH000424_P2,HH000424,2,spouse_partner,1967-05-23,inactive,1989-09-18,70,inactive,False,good,36963.74,Mr,Joseph,,Davis,Joseph,he_him,"Phoenix, AZ",American,male,male,,(203) 414-2827,joseph.davis@example.com
HH000425_P1,HH000425,1,primary,1987-11-18,self_employed,2015-06-24,65,finance,False,excellent,142992.0,Ms,Linda,Lee,Davis,Linda,she_her,"Chicago, IL",American,female,female,,(749) 716-2255,linda.davis@example.com
HH000426_P1,HH000426,1,primary,1982-08-27,employed,2007-12-25,65,finance,False,excellent,139892.57,Dr,Mary,Anne,Anderson,Mary,she_her,"Seattle, WA",American,female,female,(439) 768-9804,(817) 382-8847,mary.anderson@example.com
HH000426_P2,HH000426,2,spouse_partner,1988-03-06,employed,2013-12-14,67,business_owner,False,good,55676.88,Mr,Michael,Anne,Brown,Michael,he_him,"Chicago, IL",Irish,male,male,,(907) 924-3873,michael.brown@example.com
HH000427_P1,HH000427,1,primary,1970-05-22,self_employed,1993-08-08,64,finance,False,good,80551.18,Dr,Linda,Anne,Wilson,Lind,she_her,"New York, NY",American,female,female,,(249) 804-4443,linda.wilson@example.com
HH000427_P2,HH000427,2,spouse_partner,1964-07-26,retired,1994-05-23,64,retired,False,good,50307.4,Mr,Joseph,,Moore,Joseph,he_him,"Houston, TX",American,male,male,,(525) 701-5743,joseph.moore@example.com
HH000428_P1,HH000428,1,primary,1948-04-22,retired,1980-11-16,68,retired,False,good,30844.71,Mrs,Patricia,Rose,Brown,Patricia,she_her,"Houston, TX",Canadian,female,female,,(692) 309-8616,patricia.brown@example.com
HH000428_P2,HH000428,2,spouse_partner,1948-04-30,retired,1973-07-24,66,retired,False,good,18467.17,Dr,Thomas,Ray,Brown,Thoma,he_him,"Seattle, WA",American,male,male,(517) 881-3472,(332) 375-8314,thomas.brown@example.com
